# Wavelength(A)  Flux(10^-17 erg/s/cm^2/A)
9122.2070  19.5470
9124.3110  19.2950
9126.4100  16.9810
9128.5150  16.0830
9130.6140  18.8350
9132.7150  16.5290
9134.8210  18.4130
9136.9220  16.4660
9139.0290  14.2730
9141.1320  17.1710
9143.2390  17.0400
9145.3430  18.4280
9147.4470  17.0360
9149.5570  16.8080
9151.6610  18.6690
9153.7710  17.0000
9155.8770  17.1090
9157.9880  15.1990
9160.0960  19.0010
9162.2030  16.0260
9164.3150  18.1120
9166.4240  16.3080
9168.5370  19.7060
9170.6460  17.9480
9172.7620  18.4160
9174.8710  15.0940
9176.9820  15.0980
9179.0990  19.9870
9181.2100  18.1830
9183.3270  16.0910
9185.4390  14.7510
9187.5580  16.2190
9189.6720  19.0940
9191.7850  16.8800
9193.9050  18.5870
9196.0210  17.3070
9198.1410  16.8520
9200.2570  14.6730
9202.3790  16.4860
9204.4950  15.0040
9206.6130  15.9410
9208.7360  15.6650
9210.8540  16.1210
